"","quant_researcher","mean.classes","sd.classes","n.classes","se.classes","lower.ci.classes","upper.ci.classes"
"1",0,4.14285714285714,2.80335243829021,175,0.211913525399498,3.72460523180762,4.56110905390666
"2",1,6.36363636363636,2.67310916992377,627,0.106753697307795,6.15399764100788,6.57327508626485
"3",NA,5.87905236907731,2.85200240228201,802,0.10070770587805,5.68137018939414,6.07673454876048
